Sample_id,GSM803665,GSM803666,GSM803667,GSM803668,GSM803669,GSM803670,GSM803671,GSM803672,GSM803723,GSM803724,GSM803725,GSM803726,GSM803727,GSM803728,GSM803729,GSM803730,GSM803781,GSM803782,GSM803783,GSM803784,GSM803785,GSM803786,GSM803787,GSM102682,GSM102683
1552599_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,26,15
1552602_at,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,21
1552604_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,2,2
1552605_s_at,4,4,3,3,3,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,4,3,4,35,21
1552607_at,4,4,5,5,5,4,5,5,4,4,4,5,5,5,5,5,4,4,4,5,5,4,4,40,27
1552608_at,5,4,5,5,4,5,5,4,5,4,5,4,5,5,4,5,5,5,5,5,4,5,5,7,3
1552609_s_at,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,17,5
1552610_a_at,8,8,8,8,8,7,8,8,8,8,8,8,8,7,8,8,8,8,8,8,7,9,8,705,367
1552611_a_at,7,7,7,6,7,5,7,7,7,7,7,6,6,6,6,6,6,7,7,7,5,7,6,90,46
1552612_at,6,6,6,7,6,6,5,7,6,5,6,6,6,6,5,6,6,6,6,7,6,5,6,92,49
1552613_s_at,6,6,5,6,6,6,5,7,6,5,5,6,6,6,4,6,5,6,6,7,6,5,6,99,69
1552615_at,7,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,197,118
1552616_a_at,5,5,5,4,6,5,5,5,5,5,5,4,6,5,5,5,4,5,5,5,5,5,5,78,31
1552617_a_at,8,8,8,8,8,7,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,363,222
1552618_at,7,7,7,8,7,7,8,8,8,7,8,8,7,7,8,8,7,7,8,8,7,8,7,128,78
1552619_a_at,9,10,8,11,9,9,8,4,9,9,8,10,9,9,7,9,9,10,8,10,9,8,9,60,59
1552620_at,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,91,365
1552621_at,6,9,10,8,8,7,8,8,6,8,10,8,8,7,8,8,7,9,10,8,8,9,8,487,224
1552622_s_at,5,9,10,7,7,7,8,7,6,8,9,7,7,7,7,8,7,9,9,8,7,9,7,277,137
1552623_at,3,3,3,4,4,3,3,4,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4
1552625_a_at,7,7,7,7,6,8,7,7,7,7,6,7,6,8,7,6,7,7,6,7,8,7,7,76,33
1552626_a_at,4,9,10,6,5,3,4,3,3,9,10,6,5,4,4,4,3,10,10,5,3,4,3,6,17
1552627_a_at,6,7,8,7,6,7,7,8,6,6,7,7,6,7,6,7,6,6,8,8,7,8,8,75,48
1552628_a_at,8,8,8,8,8,8,8,8,7,8,7,8,7,8,8,8,8,7,7,8,8,8,8,663,308
1552629_a_at,4,3,4,4,4,3,4,3,4,3,4,4,4,4,4,3,4,4,4,3,3,3,4,2,2
1552630_a_at,5,4,4,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,4,5,4,4,8,7
1552631_a_at,5,6,6,5,5,5,5,5,5,6,5,6,6,5,6,6,5,6,5,5,5,6,6,52,59
1552632_a_at,4,8,5,5,6,4,5,3,3,8,4,5,6,4,5,3,3,9,5,4,4,5,3,40,16
1552633_at,5,5,4,5,4,4,4,4,5,4,4,4,4,4,4,4,5,5,4,5,4,4,5,115,59
1552634_a_at,5,5,4,4,5,5,4,4,5,5,4,5,5,5,4,5,5,5,4,5,5,4,5,68,42
1552637_at,3,3,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,11,17
1552639_at,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,26,2
1552641_s_at,8,8,7,8,8,8,8,7,8,8,7,8,8,8,8,8,7,8,7,8,8,8,8,7,6
1552643_at,4,4,4,5,5,4,5,5,4,4,4,5,5,4,5,6,4,4,4,6,4,5,5,82,106
1552644_a_at,4,4,4,5,5,5,4,5,4,5,5,5,5,5,4,5,5,5,4,5,5,5,6,18,28
1552646_at,5,5,5,5,5,6,5,5,5,5,5,5,5,6,5,5,5,5,5,5,6,5,5,150,114
1552648_a_at,7,6,5,5,4,5,5,4,7,5,5,5,5,5,5,4,6,6,5,4,5,4,5,61,11
1552649_a_at,5,5,4,4,4,5,4,4,5,4,4,5,4,5,4,4,5,4,4,4,4,4,4,15,3
1552651_a_at,6,5,4,5,5,5,5,5,5,5,4,5,5,5,4,5,5,4,5,5,5,4,5,40,27
1552652_at,6,7,7,7,8,7,7,7,6,7,7,7,7,7,7,7,6,7,7,7,7,8,6,68,92
1552656_s_at,7,7,7,7,7,6,7,7,6,6,6,6,6,6,5,6,6,6,7,7,6,6,6,30,14
1552657_a_at,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,4,7,23
1552658_a_at,8,5,7,5,4,5,5,7,8,5,7,5,4,5,5,6,8,4,8,6,5,5,6,144,74
1552660_a_at,7,9,9,7,8,9,9,8,7,8,9,7,7,9,8,8,6,8,9,7,9,8,7,87,68
1552661_at,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,11,6
1552662_a_at,5,5,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,5,5,5,5,4,6,7
1552663_a_at,7,7,7,7,6,6,7,6,6,6,6,7,6,6,6,6,6,6,6,7,6,7,6,71,63
1552664_at,7,7,7,6,6,7,7,7,7,7,7,6,6,7,7,7,7,7,7,6,7,7,6,157,66
1552665_at,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,28,10
1552666_a_at,4,2,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,16,3
1552667_a_at,5,4,5,4,4,5,5,5,5,5,4,5,4,5,4,5,5,5,5,4,5,4,5,50,12
1552669_at,4,3,4,4,3,3,4,4,3,3,4,4,4,4,3,4,4,3,4,4,4,3,3,31,14
1552670_a_at,4,5,6,6,6,5,6,5,4,5,6,6,5,5,6,6,4,4,6,5,5,6,6,79,44
1552671_a_at,6,5,5,4,5,5,5,5,6,5,5,5,5,5,5,5,5,4,5,5,5,4,5,3,9
1552672_a_at,5,6,7,7,6,6,6,6,5,6,6,7,6,6,6,6,5,6,7,7,6,6,7,12,5
1552673_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,8
1552674_at,2,2,2,2,2,3,2,3,2,3,3,3,3,3,2,3,3,2,3,2,3,2,3,8,10
1552675_at,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,11
1552676_at,6,6,6,6,6,6,6,6,6,5,6,6,6,6,5,6,6,5,5,5,6,6,6,37,21
1552677_a_at,5,6,6,5,5,5,5,5,5,5,6,5,5,5,5,5,5,6,5,5,5,6,5,79,55
1552678_a_at,6,6,6,6,6,6,7,6,6,6,6,6,6,6,7,6,7,7,6,7,7,7,7,47,62
1552680_a_at,5,5,4,5,5,5,4,3,5,4,4,5,5,5,3,4,5,5,4,5,4,4,4,23,17
1552682_a_at,5,5,4,4,5,5,4,4,4,4,4,4,5,6,4,4,4,4,4,5,5,4,4,1,17
1552684_a_at,5,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,5,4,4,4,4,17,13
1552685_a_at,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,196,233
1552686_at,4,4,4,4,4,4,4,5,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,6,3
1552687_a_at,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,3,3,4,4,3,8,18
1552689_at,6,6,7,6,6,7,6,7,6,6,7,7,6,7,6,6,6,6,6,6,6,6,7,42,6
1552690_a_at,7,4,4,6,4,4,4,4,7,4,4,6,4,4,4,4,8,4,4,7,4,4,4,3,15
1552691_at,3,3,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,29,5
1552693_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1
1552694_at,3,3,3,3,3,4,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,10,3
1552695_a_at,4,4,5,5,4,6,4,6,4,4,4,4,4,6,4,5,4,4,4,4,5,4,5,26,14
1552696_at,6,6,6,6,6,5,6,5,6,5,6,6,6,5,6,5,5,6,5,6,5,6,5,15,10
1552698_at,5,5,5,6,6,5,5,6,5,5,6,6,5,5,5,5,5,5,6,5,5,5,5,21,8
1552701_a_at,3,7,11,6,9,4,10,7,3,7,11,7,9,4,10,6,3,6,10,5,4,10,7,131,86
1552703_s_at,3,9,10,6,9,4,10,6,3,8,10,6,9,4,10,6,3,9,10,6,4,9,6,269,191
1552705_at,3,3,5,4,4,3,5,4,3,3,4,3,4,3,5,3,3,3,3,3,3,4,3,24,7
1552708_a_at,3,3,4,4,4,4,3,3,4,3,4,3,4,3,3,4,3,3,3,4,3,3,4,5,9
1552711_a_at,6,7,6,6,6,7,6,7,6,7,6,6,6,6,6,6,6,6,6,6,6,6,7,123,84
1552712_a_at,5,4,4,5,4,5,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,60,2
1552713_a_at,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,20,7
1552714_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1552715_a_at,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,19
1552716_at,5,4,4,4,4,5,4,5,5,4,4,4,4,5,4,5,5,4,4,4,5,4,5,96,36
1552717_s_at,7,7,8,7,7,7,7,8,7,6,7,7,6,6,7,7,7,6,8,7,7,7,7,38,41
1552718_at,5,5,5,4,5,4,4,5,4,5,5,4,5,5,5,4,4,5,5,5,4,4,4,27,26
1552719_at,5,5,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,49,40
1552721_a_at,4,3,4,4,3,3,3,3,4,3,4,3,3,3,3,3,4,3,4,4,3,3,3,33,7
1552722_at,3,3,3,3,2,3,2,2,3,2,3,3,3,3,2,2,2,3,3,2,3,2,2,12,1
1552724_at,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,5,67,26
1552725_s_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,26,21
1552726_at,4,5,4,4,6,4,4,6,3,4,4,4,5,4,4,5,4,5,4,4,4,4,6,34,33
1552727_s_at,3,5,5,4,5,4,4,6,3,5,4,4,6,3,3,5,3,5,4,4,4,4,6,102,45
1552729_at,6,6,6,6,5,6,6,5,6,5,5,6,6,6,5,5,6,6,5,6,6,6,6,82,32
1552730_at,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,3,21,4
1552731_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,10
1552732_at,3,3,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,28,6
1552733_at,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,255,132
1552734_at,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,23,17
1552735_at,4,4,4,4,4,4,4,7,4,4,4,5,4,4,4,7,4,4,3,6,4,4,7,149,56
1552736_a_at,9,3,3,4,3,3,3,3,10,3,3,3,3,3,3,3,9,3,3,3,3,3,3,16,32
1552737_s_at,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,6,4,4,6,36,23
1552738_a_at,3,4,4,3,3,4,4,4,3,4,3,3,3,4,4,4,3,4,4,3,4,4,4,34,19
1552739_s_at,4,5,4,4,5,5,5,7,4,5,4,4,5,4,5,6,4,5,4,5,4,5,6,85,60
1552740_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,1
1552742_at,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,4,3,3,10,15
1552743_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,16
1552745_at,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,26,19
1552747_a_at,3,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,2,3,24,9
1552749_a_at,7,7,8,7,7,7,7,8,7,7,8,8,8,7,7,7,7,7,7,7,7,7,7,33,9
1552750_at,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1
1552751_a_at,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,6,5,5,6,5,5,5,5,31,24
1552752_a_at,4,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,4,3,30,47
1552754_a_at,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,12,21
1552755_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,33,2
1552757_s_at,4,3,3,4,3,3,4,3,3,3,3,3,3,3,4,3,3,3,4,3,4,3,3,2,1
1552758_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,5,23
1552760_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,19,10
1552761_at,6,6,6,6,6,6,6,6,6,5,6,5,6,6,6,6,6,6,6,6,6,6,5,48,19
1552763_at,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,8
1552765_x_at,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,3,3,4,3,3,19,1
1552766_at,3,5,2,2,3,3,3,4,2,4,3,3,2,2,3,4,3,3,3,2,2,3,5,1,2
1552767_a_at,3,7,3,3,3,4,4,6,3,7,3,3,3,3,4,7,3,3,3,3,3,4,8,41,30
1552768_at,5,6,6,6,6,6,6,6,6,5,6,6,6,6,5,6,6,6,6,6,6,6,6,3,12
1552769_at,4,3,3,3,4,4,4,4,3,4,3,4,3,3,4,4,3,4,3,3,3,4,4,41,36
1552770_s_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,51,13
1552771_a_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1
1552772_at,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,4,4,4,21,11
1552773_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,29,12
1552774_a_at,4,4,4,4,5,4,5,5,4,4,4,4,5,4,5,5,4,5,4,5,4,6,5,103,44
1552775_at,5,4,4,5,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,3,3
1552777_a_at,5,3,3,4,3,3,3,3,5,3,3,3,3,3,3,3,4,3,3,3,3,3,3,18,38
1552779_a_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,26,14
1552782_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,40,8
1552783_at,3,3,3,3,3,2,3,3,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,16,6
1552785_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,13
1552787_at,5,5,4,3,4,3,4,4,5,5,4,3,4,4,4,4,5,5,4,4,4,4,4,16,1
1552788_a_at,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,10,3
1552789_at,5,5,5,5,5,4,5,4,5,5,5,4,4,4,5,4,5,5,5,4,5,5,4,159,88
1552790_a_at,7,7,8,7,7,7,7,7,7,7,8,6,7,7,7,6,7,7,7,6,6,7,6,373,158
1552791_a_at,3,2,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,2,3,3,3,3,2,15,19
1552792_at,4,4,4,5,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,5,4,4,3,16,9
1552793_at,4,4,6,4,4,4,3,4,4,4,6,4,4,4,4,4,4,4,5,4,4,4,4,16,4
1552794_a_at,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,27,18
1552796_a_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,30,15
1552797_s_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,952,592
1552798_a_at,5,6,4,6,5,5,6,5,5,6,4,6,5,5,6,5,5,5,4,6,5,6,5,50,33
1552799_at,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,14,3
1552800_at,7,7,7,7,6,7,6,6,6,6,7,6,6,7,6,6,7,6,7,6,7,6,7,52,36
1552801_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3
1552803_a_at,4,3,3,3,3,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,2
1552804_a_at,5,6,6,6,5,6,6,6,5,6,6,5,5,6,6,5,5,6,5,5,6,6,5,41,20
1552806_a_at,3,4,3,3,3,4,3,3,4,3,3,4,4,3,4,3,3,4,3,4,4,4,3,3,7
1552807_a_at,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,5,60,38
1552808_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,10,5
1552809_at,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,30,8
1552811_at,6,5,5,6,5,5,6,6,6,5,6,6,5,5,5,6,6,6,6,5,6,5,6,11,10
1552812_a_at,7,7,6,7,6,5,6,6,7,6,6,7,5,5,5,6,6,6,6,6,6,5,5,47,34
1552813_at,4,5,4,4,5,5,5,5,4,5,4,4,5,5,5,4,4,4,5,4,5,5,4,3,2
1552814_a_at,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,3,3
1552816_at,3,3,2,3,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,31,16
1552818_a_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1
1552819_at,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,17,12
1552822_at,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,11,11
1552825_at,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,16,15
1552826_at,3,2,2,3,3,2,3,3,3,2,3,3,3,3,3,3,2,2,3,2,2,3,3,5,5
1552827_s_at,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4,3,4,4,3,3,3,4,4,21,17
1552828_at,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,38,27
1552829_at,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,90,31
1552830_at,4,3,4,4,4,4,3,4,3,3,4,4,3,3,3,3,4,3,4,3,4,3,4,4,8
1552833_at,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,4,5,3,20
1552834_at,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2
1552835_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,14,8
1552836_at,5,6,6,5,6,5,6,5,5,6,5,5,6,5,5,6,5,5,5,5,5,5,6,21,42
1552837_at,3,2,2,3,2,3,3,2,3,2,2,2,3,3,3,2,2,2,3,2,3,2,3,8,6
1552839_at,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,16,24
1552841_s_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,14,9
1552842_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,25,1
1552843_at,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,1
1552845_at,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,38,9
1552846_s_at,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,98,59
1552848_a_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,35,24
1552849_at,3,3,3,3,3,3,3,4,3,2,3,3,4,3,3,3,2,3,3,3,3,3,4,21,8
1552851_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,23,15
1552852_a_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,16,1
1552853_at,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,9,15
1552854_a_at,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,2,1
1552856_at,4,4,3,3,3,4,4,4,4,3,3,3,4,4,3,3,3,4,4,3,4,3,3,2,24
1552857_a_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
1552858_at,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,3,2,2,2,2,2,3,2,3,5
1552860_at,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,3,4,4,7
1552862_at,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,46,30
1552863_a_at,6,6,7,7,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,111,100
1552865_a_at,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,19
1552867_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,4,4,4,4,4,96,109
1552868_at,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,5,29
1552870_s_at,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,14,28
1552872_at,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,6,3
1552873_s_at,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,54,6
1552875_a_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,26,25
1552876_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,16,11
1552877_s_at,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,5,4,4,4,4,22,18
1552878_at,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,2,3,3,3,3,3,4
1552879_a_at,4,3,4,4,3,4,4,3,3,3,3,4,4,4,4,4,3,3,3,3,4,4,3,26,12
1552880_at,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,4,3,3,3,3,41,24
1552882_a_at,4,4,3,4,4,3,4,4,4,3,4,4,3,3,3,3,4,4,3,4,4,3,4,8,15
1552884_at,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,23,11
1552885_a_at,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,7,6,7,6,6,6,6,13,7
1552887_at,4,4,4,5,4,5,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,42,19
1552889_a_at,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,100,76
1552890_a_at,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4
1552892_at,6,6,5,6,5,6,6,5,6,5,5,5,5,5,5,5,6,5,6,5,6,5,5,5,4
1552893_at,6,5,6,5,5,6,6,5,6,5,5,6,5,5,5,5,6,6,6,5,5,5,6,30,26
1552895_a_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9
1552897_a_at,3,4,4,5,6,5,5,5,3,4,4,5,6,5,5,5,3,4,4,5,5,5,4,5,13
1552898_a_at,4,3,3,4,3,4,4,3,3,3,3,4,3,4,3,4,3,3,3,3,4,3,3,21,15
1552899_at,2,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,2,2,2,3,3,3,3,54,21
1552900_a_at,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,11
1552902_a_at,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,1
1552903_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,18,1
1552904_at,3,2,2,2,2,3,3,2,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2,1,4
1552906_at,3,3,2,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,9
1552908_at,3,3,3,2,3,7,3,3,3,3,3,3,3,6,3,3,3,3,3,3,7,3,3,29,2
1552910_at,4,3,3,4,3,3,4,4,4,3,3,4,4,4,4,4,4,4,3,3,3,3,3,23,2
1552911_at,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,2
1552912_a_at,3,3,3,7,3,3,3,3,3,3,3,7,3,3,3,3,3,3,3,8,3,3,3,18,1
1552913_at,3,2,2,2,3,2,2,3,2,2,2,3,2,3,3,2,2,2,2,2,3,3,3,1,4
1552914_a_at,5,8,7,6,7,6,6,6,5,6,6,6,6,6,6,6,5,7,7,5,6,6,6,6,9
1552915_at,4,3,3,4,3,4,3,4,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,3,12
1552917_at,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,4,5,12,32
1552919_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,28,24
1552921_a_at,7,8,6,8,7,7,6,6,7,7,6,8,7,8,6,6,6,7,6,8,8,6,7,73,44
1552922_at,2,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,2,2
1552923_a_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21,4
1552924_a_at,5,5,4,4,5,4,4,5,5,4,4,4,5,4,4,5,5,5,4,4,4,4,5,9,11
1552925_at,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,2
1552927_at,4,5,4,4,4,4,4,5,3,4,3,3,4,4,4,5,3,4,4,5,4,4,4,23,13
1552928_s_at,3,6,4,4,4,4,4,6,3,5,3,4,4,5,4,5,3,5,4,5,5,4,5,8,14
1552929_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,1
1552930_at,6,5,6,6,6,6,7,5,5,6,6,6,6,6,7,6,6,6,6,5,6,6,6,57,43
1552931_a_at,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,8,7,151,70
1552932_at,4,4,4,4,3,4,4,3,4,3,3,3,4,3,4,4,4,3,3,3,4,3,4,4,13
